id,requirement,current_review,scope
F26,表格字号及表前异常空白；S46,所有实际table在caption后使用small；自然错误表置顶，消融固定两行标题移除。JAX表经历半栏/全栏比较后按S67合并，不再单独环绕。,r4 final source/rendered geometry; no new experiments or full visual-review claim
P12,附录／正文自动识别，图引用前缀可配置；S46,cref配置Fig.，appendix后给section/subsection/subsubsection设置appendix别名；最终PDF核对Appendix A.1/A.6，无Section A.引用。,r4 final source/rendered geometry; no new experiments or full visual-review claim
M25,删除3.4指定首句，组件首次出现即定义；S46,按r4五段定义问题、结构分析、依赖规划、证据与上下文，以及算法接口；对照附录F/G.2/G.3核对版本关联、失效传播、75%触发与完整仓库验收。,r4 final source/rendered geometry; no new experiments or full visual-review claim
F27,图3(b)数字标签；S54取代重复Task标签与上下排列建议,Figure 3左右并排，单次Task与1–29横排；millions刻度0至1.25，29根有符号柱、两负值、20/9分组与6938291原始差值和保持。,r4 final source/rendered geometry; no new experiments or full visual-review claim
R20,图4依据、claim与证据安排；S46/S49/S50/S52/S55/S56,受控检测图移附录，四阈值后处理表逐格复算；12/12直接检测、0.02下3/12与4/12、31/18均值越阈分别呈现。两项具名工程来源已核对，不用Agent名称替代未测对照。,r4 final source/rendered geometry; no new experiments or full visual-review claim
F28,表3窄表环绕、token单位统一；S46,"S66实测全栏比固定半栏净省约5行；S67随后合为Table 2(a,b)，S68再移分组说明到caption。两侧标题、表头及四行基线对齐，任务分母仍为10与6。",r4 final source/rendered geometry; no new experiments or full visual-review claim
F29,表4(b)标题不换行；S46,消融(b)标题改Repair components，(a)(b)固定高度标题移除，三位小数成本与生成器一致；原Table 4现为Table 3。,r4 final source/rendered geometry; no new experiments or full visual-review claim
W10,全文正文、图表token单位一致；S46,全部当前成本表、正文和图1/3使用millions；55个指定成本单元格逐格检查，预算整数及120000字符限制保持，原始数据字节未变。,r4 final source/rendered geometry; no new experiments or full visual-review claim
W11,拟加入或替换的英文集中入方案，减少连字符与抽象表达；S58,S60批准r4英文；依r4局部替换，S62缩图2注。摘要、引言、相关工作及结论与起点逐字一致，附加问题保留待定。,r4 final source/rendered geometry; no new experiments or full visual-review claim
F30,页数和图形占高；S46/S49/S50/S53/S54,最终24页、正文结束第10页；S63暂停九页压缩，未执行删句或缩图清单。第8页末留白通过合并表解决，第9页顶部正常接续正文。,r4 final source/rendered geometry; no new experiments or full visual-review claim
M22,分清训练step观测与Verifier诊断的触发时机；关联M03/M10/M11/M17/M18。,方法、公式和三个算法逐项阅读；3.4按批准替换。algorithmic除cref外逐字相同，首次定义、角色、预算、依赖和验收保持。,r4 final source/rendered geometry; no new experiments or full visual-review claim
F15,参考顶会主图，改善方法图的信息层级、机制呈现和整齐程度；S34/S35,按修改资产、PDF页坐标和边界核对布局；未改变的历史方法图/PPT作字节保持检查，不冒充本轮重做目视核验。,r4 final source/rendered geometry; no new experiments or full visual-review claim
F16,新架构图先不转PPT；S35；S39恢复制作,按修改资产、PDF页坐标和边界核对布局；未改变的历史方法图/PPT作字节保持检查，不冒充本轮重做目视核验。,r4 final source/rendered geometry; no new experiments or full visual-review claim
F17,用户认为新生成图不及前一版，要求后续指定Times New Roman；S36/S39,按修改资产、PDF页坐标和边界核对布局；未改变的历史方法图/PPT作字节保持检查，不冒充本轮重做目视核验。,r4 final source/rendered geometry; no new experiments or full visual-review claim
F18,保留原图Python / Java的跨语言对照；S37,按修改资产、PDF页坐标和边界核对布局；未改变的历史方法图/PPT作字节保持检查，不冒充本轮重做目视核验。,r4 final source/rendered geometry; no new experiments or full visual-review claim
F19,图中文字过多，删除各标题下重复的职责说明；S38,按修改资产、PDF页坐标和边界核对布局；未改变的历史方法图/PPT作字节保持检查，不冒充本轮重做目视核验。,r4 final source/rendered geometry; no new experiments or full visual-review claim
F20,11:33新图转为可编辑PPT，图标为可编辑矢量，尽量保持布局；字体再次确认Times New Roman；S39,按修改资产、PDF页坐标和边界核对布局；未改变的历史方法图/PPT作字节保持检查，不冒充本轮重做目视核验。,r4 final source/rendered geometry; no new experiments or full visual-review claim
