id,requirement,current_review,scope
M16,用到大模型的函数显式写LLM；S13,核对任务、符号、公式及三个算法：算法1简化输入输出及重复注释，初始化拆行，算法2注释改Test and edit；算法3及3.4逐字不变。按S70使用small，算法1/2仍左环绕。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
M17,算法3体现整个仓库并复用前面算法；S13,核对任务、符号、公式及三个算法：算法1简化输入输出及重复注释，初始化拆行，算法2注释改Test and edit；算法3及3.4逐字不变。按S70使用small，算法1/2仍左环绕。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
R15,retaining full acceptance at four submissions直说结果；S13,主结果只删除三句重复末句，接受数和节省比例保持；逐步预算1/2/4、JAX六例及直接修复成本差异、检测3/12与4/12均保留。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
R16,3/12与4/12要清楚对应；S13,主结果只删除三句重复末句，接受数和节省比例保持；逐步预算1/2/4、JAX六例及直接修复成本差异、检测3/12与4/12均保留。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
R17,healthy controls用浅显对象表达；S13,主结果只删除三句重复末句，接受数和节省比例保持；逐步预算1/2/4、JAX六例及直接修复成本差异、检测3/12与4/12均保留。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
B08,Ten saved translations、Independent pairs等表注不用内部称呼；S13,信号触发/停止条件及累计机制保持，删除4.4重复开场；表3保留候选数、完全验收、修复计数、69检查和成本范围，独立运行差异已在附录G说明。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
R18,Java/DJL结果构成与冻结任务一致；W07/S15,主结果只删除三句重复末句，接受数和节省比例保持；逐步预算1/2/4、JAX六例及直接修复成本差异、检测3/12与4/12均保留。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
A16,摘要体现Translator Agent；S18,摘要、引言、贡献和相关工作与a628706逐字一致，保留已有作者措辞和跨框架结论；原有A03/A04/A19等缺口仍保留。结论按S69压缩至六行，保留机制和结果。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
A17,贡献删除过多实验数字，参考其他论文；S18,摘要、引言、贡献和相关工作与a628706逐字一致，保留已有作者措辞和跨框架结论；原有A03/A04/A19等缺口仍保留。结论按S69压缩至六行，保留机制和结果。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
M18,算法1体现分层结构，3.2/3.3体现组件及agents；S18,核对任务、符号、公式及三个算法：算法1简化输入输出及重复注释，初始化拆行，算法2注释改Test and edit；算法3及3.4逐字不变。按S70使用small，算法1/2仍左环绕。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
M19,算法3用代码式操作表达仓库协作；S18,核对任务、符号、公式及三个算法：算法1简化输入输出及重复注释，初始化拆行，算法2注释改Test and edit；算法3及3.4逐字不变。按S70使用small，算法1/2仍左环绕。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
E11,调研setup各研究定义的位置；S18,研究对象、评价定义、失败分母、初始状态、种子及预算保持；Ivy/torch2jax详细介绍和引用移A.5，主文保留一次原生转换定义；成本统计移setup。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
R19,主实验各大部分末尾解释作用和优势；S18,按S69删除三个主结果重复总结句；前文的具体结果、成本来源和机制解释保留。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F09,单行表头，单位放注，Token reduction改Saved，横排同步；S18,图形及生成器哈希不变；编译和24页文字边界核对通过，图表标签和两侧表头保留。PNG已生成但图像返回未形成可目视画面，不把坐标检查称为目视通过。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F10,第10页空隙、图3/4尺寸与4–5行图注；S18,图形及生成器哈希不变；编译和24页文字边界核对通过，图表标签和两侧表头保留。PNG已生成但图像返回未形成可目视画面，不把坐标检查称为目视通过。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
M20,算法长度适中，按单栏实际高度审核，尤其压缩算法3；S19,核对任务、符号、公式及三个算法：算法1简化输入输出及重复注释，初始化拆行，算法2注释改Test and edit；算法3及3.4逐字不变。按S70使用small，算法1/2仍左环绕。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F11,调整图3图例，减少它占用的空白；S19,图形及生成器哈希不变；编译和24页文字边界核对通过，图表标签和两侧表头保留。PNG已生成但图像返回未形成可目视画面，不把坐标检查称为目视通过。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
M21,核对ICLR环绕规则；按最新决定算法1/2左置、算法3全宽；S21→S22,核对任务、符号、公式及三个算法：算法1简化输入输出及重复注释，初始化拆行，算法2注释改Test and edit；算法3及3.4逐字不变。按S70使用small，算法1/2仍左环绕。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F12,图4子图名称下移，主动减少不影响内容的空白；S20,图形及生成器哈希不变；编译和24页文字边界核对通过，图表标签和两侧表头保留。PNG已生成但图像返回未形成可目视画面，不把坐标检查称为目视通过。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
A18,末句按实验范围、最高token节省、有效性组织；S24,摘要、引言、贡献和相关工作与a628706逐字一致，保留已有作者措辞和跨框架结论；原有A03/A04/A19等缺口仍保留。结论按S69压缩至六行，保留机制和结果。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
A19,找回0921原稿；上下文管理承接协作、说清目的；联网核对SOTA写法；S23,摘要、引言、贡献和相关工作与a628706逐字一致，保留已有作者措辞和跨框架结论；原有A03/A04/A19等缺口仍保留。结论按S69压缩至六行，保留机制和结果。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
A20,引言作者年份与空方括号改为与下文一致的 `\citep`，框架计算差异补针对性来源；S40,摘要、引言、贡献和相关工作与a628706逐字一致，保留已有作者措辞和跨框架结论；原有A03/A04/A19等缺口仍保留。结论按S69压缩至六行，保留机制和结果。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
A21,先查看较充实的旧版引言，再决定是否恢复；S40；S44明确只采用0921版本中的LLM/测试/修复单句,摘要、引言、贡献和相关工作与a628706逐字一致，保留已有作者措辞和跨框架结论；原有A03/A04/A19等缺口仍保留。结论按S69压缩至六行，保留机制和结果。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
A22,全文引用位置和论断范围审查；S40提出建议，S42批准四项修正,摘要、引言、贡献和相关工作与a628706逐字一致，保留已有作者措辞和跨框架结论；原有A03/A04/A19等缺口仍保留。结论按S69压缩至六行，保留机制和结果。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
A23,引用元信息与可定位来源；S40,摘要、引言、贡献和相关工作与a628706逐字一致，保留已有作者措辞和跨框架结论；原有A03/A04/A19等缺口仍保留。结论按S69压缩至六行，保留机制和结果。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
P09,S30曾要求句间换行；S42最新要求普通正文每段完整放在一行，保留逻辑段间空行。Overleaf单文件要求沿用S25,按S69/S70授权核对检查点、当前分支、源码段落、官方文件哈希和两种差异稿；未执行实验、委派或远端写入。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
W09,S26曾要求3.1等未命名段落合并；S29要求按论述主题恢复段落，现以S29为准,复读整稿与本轮差异，精简重复总结及图表说明；原始数据和表格字节不变，完整术语、million单位及段落单行规则保持。旧措辞缺口未自动标记解决。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F13,消除3.2尾部及类似的大块空白；S27,图形及生成器哈希不变；编译和24页文字边界核对通过，图表标签和两侧表头保留。PNG已生成但图像返回未形成可目视画面，不把坐标检查称为目视通过。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F14,消融表完整行名保持单行，左右子表同步处理；S28,图形及生成器哈希不变；编译和24页文字边界核对通过，图表标签和两侧表头保留。PNG已生成但图像返回未形成可目视画面，不把坐标检查称为目视通过。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
P10,保留官方样式设定，同时检查主tex覆盖；官方未禁止的局部排版可用；S30–S32,四个官方样式文件与归档逐字一致；S70明确允许算法/表格局部small，AGENTS.md已更新。未改变正文尺寸、边距或行距。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
M23,核对官方是否禁止算法缩字号，只有允许时才缩小；S30,按S70删除AGENTS.md默认字号要求，算法与表格恢复局部small。用户格式决定不改写官方文件或旧审查记录。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
P11,先给论文修改方案，用户审核后再实施；S47,S69/S70直接授权当前压缩和字号规则更新；不再沿用S47先审方案作为本轮阻断。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F25,方法图更新；S48的0924图源由S53的0925加粗版取代,作者终版SVG及论文矢量PDF与任务起点哈希一致，90%嵌入宽度及图2注不变；原先小字号可读性问题未声称由本轮解决。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
M24,算法字号稍缩，并比较全宽／半宽环绕占用；S46,按S70采用small，算法1/2保持55%左环绕，算法3仍全宽；本轮未重做全栏与半栏对照。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F26,表格字号及表前异常空白；S46,表格保持原small及列宽；最终无overfull，Table 2两侧各四个方法行和对齐结构保持。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
P12,附录／正文自动识别，图引用前缀可配置；S46,按S69/S70授权核对检查点、当前分支、源码段落、官方文件哈希和两种差异稿；未执行实验、委派或远端写入。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
M25,删除3.4指定首句，组件首次出现即定义；S46,核对任务、符号、公式及三个算法：算法1简化输入输出及重复注释，初始化拆行，算法2注释改Test and edit；算法3及3.4逐字不变。按S70使用small，算法1/2仍左环绕。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F27,图3(b)数字标签；S54取代重复Task标签与上下排列建议,图3左右面板、单次Task、1–29标签、三根总量横柱和全部成本均未改；仅将caption精简。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
R20,图4依据、claim与证据安排；S46/S49/S50/S52/S55/S56,检测段、附录A.6图与阈值敏感性表全部未改；本轮作源文本和资产回归检查，不宣称重算实验轨迹。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F28,表3窄表环绕、token单位统一；S46,保持Table 2合并及两研究的独立分母10和6；缩短caption，转换器详情见A.5，主文含原生转换说明。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F29,表4(b)标题不换行；S46,表3(b)标题仍为Repair components，列名和数字不变；caption缩为四行，计数解释保留。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
W10,全文正文、图表token单位一致；S46,复读整稿与本轮差异，精简重复总结及图表说明；原始数据和表格字节不变，完整术语、million单位及段落单行规则保持。旧措辞缺口未自动标记解决。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
W11,拟加入或替换的英文集中入方案，减少连字符与抽象表达；S58,复读整稿与本轮差异，精简重复总结及图表说明；原始数据和表格字节不变，完整术语、million单位及段落单行规则保持。旧措辞缺口未自动标记解决。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F30,页数和图形占高；S46/S49/S50/S53/S54,S69取代暂停压缩；完成九页正文，24页含声明、参考文献及附录。结论六行，AI声明32词；正文实际末行位置见verification.json。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
M22,分清训练step观测与Verifier诊断的触发时机；关联M03/M10/M11/M17/M18。,核对任务、符号、公式及三个算法：算法1简化输入输出及重复注释，初始化拆行，算法2注释改Test and edit；算法3及3.4逐字不变。按S70使用small，算法1/2仍左环绕。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F15,参考顶会主图，改善方法图的信息层级、机制呈现和整齐程度；S34/S35,图形及生成器哈希不变；编译和24页文字边界核对通过，图表标签和两侧表头保留。PNG已生成但图像返回未形成可目视画面，不把坐标检查称为目视通过。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F16,新架构图先不转PPT；S35；S39恢复制作,图形及生成器哈希不变；编译和24页文字边界核对通过，图表标签和两侧表头保留。PNG已生成但图像返回未形成可目视画面，不把坐标检查称为目视通过。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F17,用户认为新生成图不及前一版，要求后续指定Times New Roman；S36/S39,图形及生成器哈希不变；编译和24页文字边界核对通过，图表标签和两侧表头保留。PNG已生成但图像返回未形成可目视画面，不把坐标检查称为目视通过。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F18,保留原图Python / Java的跨语言对照；S37,图形及生成器哈希不变；编译和24页文字边界核对通过，图表标签和两侧表头保留。PNG已生成但图像返回未形成可目视画面，不把坐标检查称为目视通过。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F19,图中文字过多，删除各标题下重复的职责说明；S38,图形及生成器哈希不变；编译和24页文字边界核对通过，图表标签和两侧表头保留。PNG已生成但图像返回未形成可目视画面，不把坐标检查称为目视通过。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
F20,11:33新图转为可编辑PPT，图标为可编辑矢量，尽量保持布局；字体再次确认Times New Roman；S39,图形及生成器哈希不变；编译和24页文字边界核对通过，图表标签和两侧表头保留。PNG已生成但图像返回未形成可目视画面，不把坐标检查称为目视通过。,S69/S70 final source and PDF geometry; PDF SHA-256 2e895d212285eb92; no new experiments or complete visual-review claim
W12,S69：缩短AI使用声明,72词缩至32词两句，保留有记录的前期调研、方法实现、结果分析及文稿/图形修改；保留作者核查和责任。,final manuscript disclosure
