task_id,instance_id,baseline_id,model,expected_model_variant,observed_model_variants,model_binding_valid,fault_id,fault_layer,covered,fault_triggered,strict_success,repair_round,repair_attempts,repair_at_1,repair_at_2,repair_at_4,compile_status,execution_status,numerical_status,gradient_status,update_status,stage_status_semantics,patch_count,out_of_scope_edit_count,llm_calls,prompt_tokens,completion_tokens,total_tokens,api_cost_usd,wall_time_sec,failure_reason,final_patch,raw_report
NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct,NU-07-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-07,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,3,0,4,169239,41516,210755,,346.545618,strict_verifier_failed,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct.json
GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct,GR-01-A,r_direct,transformer_classifier,transformer,transformer,True,GR-01,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1782,658,2440,,7.510035,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct.json
GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct,GR-01-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,GR-01,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1792,1282,3074,,11.105815,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct.json
GR-02-A__cnn__gradient_update__GR-02__r_direct,GR-02-A,r_direct,cnn,cnn,cnn,True,GR-02,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1870,404,2274,,3.865712,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-02-A__cnn__gradient_update__GR-02__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-02-A__cnn__gradient_update__GR-02__r_direct.json
GR-02-B__image_mlp__gradient_update__GR-02__r_direct,GR-02-B,r_direct,image_mlp,mlp,mlp,True,GR-02,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1844,390,2234,,3.58749,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-02-B__image_mlp__gradient_update__GR-02__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-02-B__image_mlp__gradient_update__GR-02__r_direct.json
GR-03-A__cnn__gradient_update__GR-03__r_direct,GR-03-A,r_direct,cnn,cnn,cnn,True,GR-03,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1876,669,2545,,5.66537,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-03-A__cnn__gradient_update__GR-03__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-03-A__cnn__gradient_update__GR-03__r_direct.json
GR-03-B__transformer_classifier__gradient_update__GR-03__r_direct,GR-03-B,r_direct,transformer_classifier,transformer,transformer,True,GR-03,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1856,953,2809,,7.84037,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-03-B__transformer_classifier__gradient_update__GR-03__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-03-B__transformer_classifier__gradient_update__GR-03__r_direct.json
GR-04-A__cnn__gradient_update__GR-04__r_direct,GR-04-A,r_direct,cnn,cnn,cnn,True,GR-04,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1838,4848,6686,,44.914845,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-04-A__cnn__gradient_update__GR-04__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-04-A__cnn__gradient_update__GR-04__r_direct.json
GR-04-B__tiny_causal_lm__gradient_update__GR-04__r_direct,GR-04-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,GR-04,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1811,2981,4792,,27.439546,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-04-B__tiny_causal_lm__gradient_update__GR-04__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-04-B__tiny_causal_lm__gradient_update__GR-04__r_direct.json
GR-05-A__image_mlp__gradient_update__GR-05__r_direct,GR-05-A,r_direct,image_mlp,mlp,mlp,True,GR-05,gradient_update,True,True,False,,4,False,False,False,not_measured,not_measured,not_measured,fail,fail,fault_group_proxy,5,0,4,10565,100840,111405,,939.572899,strict_verifier_failed,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-05-A__image_mlp__gradient_update__GR-05__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-05-A__image_mlp__gradient_update__GR-05__r_direct.json
GR-05-B__transformer_classifier__gradient_update__GR-05__r_direct,GR-05-B,r_direct,transformer_classifier,transformer,transformer,True,GR-05,gradient_update,True,True,False,,4,False,False,False,not_measured,not_measured,not_measured,fail,fail,fault_group_proxy,5,0,4,10636,101574,112210,,921.524394,strict_verifier_failed,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-05-B__transformer_classifier__gradient_update__GR-05__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-05-B__transformer_classifier__gradient_update__GR-05__r_direct.json
GR-06-A__image_mlp__gradient_update__GR-06__r_direct,GR-06-A,r_direct,image_mlp,mlp,mlp,True,GR-06,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1855,3893,5748,,35.31124,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-06-A__image_mlp__gradient_update__GR-06__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-06-A__image_mlp__gradient_update__GR-06__r_direct.json
GR-06-B__tiny_causal_lm__gradient_update__GR-06__r_direct,GR-06-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,GR-06,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1863,1351,3214,,12.216883,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-06-B__tiny_causal_lm__gradient_update__GR-06__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-06-B__tiny_causal_lm__gradient_update__GR-06__r_direct.json
GR-07-A__transformer_classifier__gradient_update__GR-07__r_direct,GR-07-A,r_direct,transformer_classifier,transformer,transformer,True,GR-07,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,5703,2825,8528,,39.652972,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-07-A__transformer_classifier__gradient_update__GR-07__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-07-A__transformer_classifier__gradient_update__GR-07__r_direct.json
GR-07-B__tiny_causal_lm__gradient_update__GR-07__r_direct,GR-07-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,GR-07,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,5705,1197,6902,,25.986596,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-07-B__tiny_causal_lm__gradient_update__GR-07__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-07-B__tiny_causal_lm__gradient_update__GR-07__r_direct.json
GR-08-A__cnn__gradient_update__GR-08__r_direct,GR-08-A,r_direct,cnn,cnn,cnn,True,GR-08,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1862,1292,3154,,11.962213,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-08-A__cnn__gradient_update__GR-08__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-08-A__cnn__gradient_update__GR-08__r_direct.json
GR-08-B__image_mlp__gradient_update__GR-08__r_direct,GR-08-B,r_direct,image_mlp,mlp,mlp,True,GR-08,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1836,1753,3589,,14.754578,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/GR-08-B__image_mlp__gradient_update__GR-08__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/GR-08-B__image_mlp__gradient_update__GR-08__r_direct.json
