task_id,instance_id,baseline_id,model,expected_model_variant,observed_model_variants,model_binding_valid,fault_id,fault_layer,covered,fault_triggered,strict_success,repair_round,repair_attempts,repair_at_1,repair_at_2,repair_at_4,compile_status,execution_status,numerical_status,gradient_status,update_status,stage_status_semantics,patch_count,out_of_scope_edit_count,llm_calls,prompt_tokens,completion_tokens,total_tokens,api_cost_usd,wall_time_sec,failure_reason,final_patch,raw_report
GR-03-B__transformer_classifier__gradient_update__GR-03__r_direct,GR-03-B,r_direct,transformer_classifier,transformer,transformer,True,GR-03,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1858,977,2835,,17.22089,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/candidates/GR-03-B__transformer_classifier__gradient_update__GR-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/raw/GR-03-B__transformer_classifier__gradient_update__GR-03__r_direct.json
GR-04-A__cnn__gradient_update__GR-04__r_direct,GR-04-A,r_direct,cnn,cnn,cnn,True,GR-04,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1851,1707,3558,,30.06927,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/candidates/GR-04-A__cnn__gradient_update__GR-04__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/raw/GR-04-A__cnn__gradient_update__GR-04__r_direct.json
GR-04-B__tiny_causal_lm__gradient_update__GR-04__r_direct,GR-04-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,GR-04,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1827,2312,4139,,39.874853,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/candidates/GR-04-B__tiny_causal_lm__gradient_update__GR-04__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/raw/GR-04-B__tiny_causal_lm__gradient_update__GR-04__r_direct.json
GR-05-A__image_mlp__gradient_update__GR-05__r_direct,GR-05-A,r_direct,image_mlp,mlp,mlp,True,GR-05,gradient_update,True,True,False,,4,False,False,False,not_measured,not_measured,not_measured,fail,fail,fault_group_proxy,4,0,4,10540,26347,36887,,481.297826,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/candidates/GR-05-A__image_mlp__gradient_update__GR-05__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/raw/GR-05-A__image_mlp__gradient_update__GR-05__r_direct.json
GR-05-B__transformer_classifier__gradient_update__GR-05__r_direct,GR-05-B,r_direct,transformer_classifier,transformer,transformer,True,GR-05,gradient_update,True,True,False,,4,False,False,False,not_measured,not_measured,not_measured,fail,fail,fault_group_proxy,5,0,4,10596,22207,32803,,1011.287424,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/candidates/GR-05-B__transformer_classifier__gradient_update__GR-05__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/raw/GR-05-B__transformer_classifier__gradient_update__GR-05__r_direct.json
GR-06-A__image_mlp__gradient_update__GR-06__r_direct,GR-06-A,r_direct,image_mlp,mlp,mlp,True,GR-06,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1830,2095,3925,,36.189823,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/candidates/GR-06-A__image_mlp__gradient_update__GR-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/raw/GR-06-A__image_mlp__gradient_update__GR-06__r_direct.json
GR-06-B__tiny_causal_lm__gradient_update__GR-06__r_direct,GR-06-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,GR-06,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1839,1822,3661,,31.622151,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/candidates/GR-06-B__tiny_causal_lm__gradient_update__GR-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/raw/GR-06-B__tiny_causal_lm__gradient_update__GR-06__r_direct.json
GR-07-A__transformer_classifier__gradient_update__GR-07__r_direct,GR-07-A,r_direct,transformer_classifier,transformer,transformer,True,GR-07,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,5626,1809,7435,,46.348943,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/candidates/GR-07-A__transformer_classifier__gradient_update__GR-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/raw/GR-07-A__transformer_classifier__gradient_update__GR-07__r_direct.json
GR-07-B__tiny_causal_lm__gradient_update__GR-07__r_direct,GR-07-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,GR-07,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,5628,2356,7984,,54.763353,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/candidates/GR-07-B__tiny_causal_lm__gradient_update__GR-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/raw/GR-07-B__tiny_causal_lm__gradient_update__GR-07__r_direct.json
GR-08-A__cnn__gradient_update__GR-08__r_direct,GR-08-A,r_direct,cnn,cnn,cnn,True,GR-08,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1870,1419,3289,,24.865675,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/candidates/GR-08-A__cnn__gradient_update__GR-08__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/raw/GR-08-A__cnn__gradient_update__GR-08__r_direct.json
GR-08-B__image_mlp__gradient_update__GR-08__r_direct,GR-08-B,r_direct,image_mlp,mlp,mlp,True,GR-08,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1837,1346,3183,,24.103714,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/candidates/GR-08-B__image_mlp__gradient_update__GR-08__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_101/r_direct/r_direct/raw/GR-08-B__image_mlp__gradient_update__GR-08__r_direct.json
